measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Republic of Trinidad and Tobago,Male,15-49 years,Depressive disorders,Percent,2021,0.0538186696559501,0.070606101876434,0.0411248043207226
Prevalence,Republic of Trinidad and Tobago,Female,15-49 years,Depressive disorders,Percent,2021,0.0768941349183777,0.1011816479121286,0.0561753455027919
Prevalence,Republic of Ecuador,Male,15-49 years,Depressive disorders,Percent,2021,0.0389133752672511,0.0499403716645267,0.030161280408226
Prevalence,Republic of Ecuador,Female,15-49 years,Depressive disorders,Percent,2021,0.063917063943228,0.0822534471061198,0.0498724618218002
Prevalence,United Mexican States,Male,15-49 years,Depressive disorders,Percent,2021,0.0388219712125195,0.0447653370632047,0.0338416592070647
Prevalence,United Mexican States,Female,15-49 years,Depressive disorders,Percent,2021,0.0781670277676545,0.0920770203543704,0.0664218167428465
Prevalence,Republic of Panama,Male,15-49 years,Depressive disorders,Percent,2021,0.0346401228151775,0.044570476067233,0.0270042134650931
Prevalence,Republic of Panama,Female,15-49 years,Depressive disorders,Percent,2021,0.0542894733265568,0.0710305257080632,0.0403195321619452
Prevalence,Republic of Iraq,Male,15-49 years,Depressive disorders,Percent,2021,0.0481402808426024,0.0619347256253816,0.0380213588582974
Prevalence,Republic of Iraq,Female,15-49 years,Depressive disorders,Percent,2021,0.0720408682599562,0.0931375695028182,0.0560302793272209
Prevalence,Islamic Republic of Iran,Male,15-49 years,Depressive disorders,Percent,2021,0.0609897897254861,0.0750284737559573,0.0503401847464902
Prevalence,Islamic Republic of Iran,Female,15-49 years,Depressive disorders,Percent,2021,0.1015689089942341,0.1233509805635722,0.0853731075736011
Prevalence,Hashemite Kingdom of Jordan,Male,15-49 years,Depressive disorders,Percent,2021,0.0448357749028175,0.057301154025621,0.0346531637135931
Prevalence,Hashemite Kingdom of Jordan,Female,15-49 years,Depressive disorders,Percent,2021,0.0794417456078321,0.1069003823704553,0.0604777142281431
Prevalence,Republic of Costa Rica,Male,15-49 years,Depressive disorders,Percent,2021,0.039804861673711,0.0499545974699803,0.0308786645659357
Prevalence,Republic of Costa Rica,Female,15-49 years,Depressive disorders,Percent,2021,0.0597588541568756,0.0789410228315697,0.0442978069983709
Prevalence,People's Democratic Republic of Algeria,Male,15-49 years,Depressive disorders,Percent,2021,0.049671048463444,0.0658093572035673,0.0386908360231464
Prevalence,People's Democratic Republic of Algeria,Female,15-49 years,Depressive disorders,Percent,2021,0.0771114561856017,0.1034938091288321,0.0600150510964304
Prevalence,Kingdom of Bahrain,Male,15-49 years,Depressive disorders,Percent,2021,0.0654415488715149,0.0831427117059981,0.0493965285347634
Prevalence,Kingdom of Bahrain,Female,15-49 years,Depressive disorders,Percent,2021,0.0901155524860243,0.1172685393571132,0.0676529041913286
Prevalence,State of Qatar,Male,15-49 years,Depressive disorders,Percent,2021,0.0581390994426541,0.0770993968622975,0.0447811034704502
Prevalence,State of Qatar,Female,15-49 years,Depressive disorders,Percent,2021,0.0805333665067611,0.1064956882457688,0.0615574617625768
Prevalence,Arab Republic of Egypt,Male,15-49 years,Depressive disorders,Percent,2021,0.0460936337255585,0.0590311534360959,0.0355695011503408
Prevalence,Arab Republic of Egypt,Female,15-49 years,Depressive disorders,Percent,2021,0.0755195745531398,0.0987317708805944,0.0573286127346601
Prevalence,Sultanate of Oman,Male,15-49 years,Depressive disorders,Percent,2021,0.0552930816427383,0.0712065983343912,0.0416333222865479
Prevalence,Sultanate of Oman,Female,15-49 years,Depressive disorders,Percent,2021,0.0795426663241608,0.106098091844968,0.0609137376945254
Prevalence,Palestine,Male,15-49 years,Depressive disorders,Percent,2021,0.0933987225289238,0.1209394410002284,0.0710138574667057
Prevalence,Palestine,Female,15-49 years,Depressive disorders,Percent,2021,0.1013852901300986,0.1337478583816201,0.076731161345044
Prevalence,Republic of Colombia,Male,15-49 years,Depressive disorders,Percent,2021,0.0297114178320697,0.0376059234247483,0.0235527920133446
Prevalence,Republic of Colombia,Female,15-49 years,Depressive disorders,Percent,2021,0.032562882783146,0.0406334804260548,0.0254614994818821
Prevalence,State of Libya,Male,15-49 years,Depressive disorders,Percent,2021,0.0572460192517947,0.0739984170229529,0.0447902796176472
Prevalence,State of Libya,Female,15-49 years,Depressive disorders,Percent,2021,0.0810627360456394,0.1050235613494342,0.0630337991750213
Prevalence,Kingdom of Morocco,Male,15-49 years,Depressive disorders,Percent,2021,0.0675463219781565,0.0861502402991368,0.0522429013081589
Prevalence,Kingdom of Morocco,Female,15-49 years,Depressive disorders,Percent,2021,0.0951337753698788,0.12471279306846,0.0739550893239494
Prevalence,Republic of Peru,Male,15-49 years,Depressive disorders,Percent,2021,0.0258816688774824,0.032337883184068,0.0203888176086326
Prevalence,Republic of Peru,Female,15-49 years,Depressive disorders,Percent,2021,0.0437219067009379,0.0555929207392883,0.0339980819866826
Prevalence,State of Kuwait,Male,15-49 years,Depressive disorders,Percent,2021,0.0500831435778759,0.0647549671656442,0.0382376613935025
Prevalence,State of Kuwait,Female,15-49 years,Depressive disorders,Percent,2021,0.0729092546156909,0.0965037922861881,0.0553085197151203
Prevalence,People's Republic of Bangladesh,Male,15-49 years,Depressive disorders,Percent,2021,0.0483315832811805,0.0622829226413738,0.0367466811784431
Prevalence,People's Republic of Bangladesh,Female,15-49 years,Depressive disorders,Percent,2021,0.0830115429237038,0.1073003470296856,0.0639896612049094
Prevalence,Lebanese Republic,Male,15-49 years,Depressive disorders,Percent,2021,0.0679117812771948,0.0889680746875304,0.0522575743469093
Prevalence,Lebanese Republic,Female,15-49 years,Depressive disorders,Percent,2021,0.1046359471483578,0.1365628858652836,0.0786661229230616
Prevalence,Islamic Republic of Afghanistan,Male,15-49 years,Depressive disorders,Percent,2021,0.0666412920636043,0.0880482932869775,0.0507574788095207
Prevalence,Islamic Republic of Afghanistan,Female,15-49 years,Depressive disorders,Percent,2021,0.0908745771841265,0.1186979741705702,0.0689794126682754
Prevalence,Kingdom of Saudi Arabia,Male,15-49 years,Depressive disorders,Percent,2021,0.0547763690923566,0.0698695661643606,0.0427954283652784
Prevalence,Kingdom of Saudi Arabia,Female,15-49 years,Depressive disorders,Percent,2021,0.0783966909893587,0.1026482206696011,0.0606892830472105
Prevalence,Republic of Yemen,Male,15-49 years,Depressive disorders,Percent,2021,0.0539059223752378,0.0719136419011804,0.0420169694971291
Prevalence,Republic of Yemen,Female,15-49 years,Depressive disorders,Percent,2021,0.0822010836767799,0.10714006698937,0.0625458414488109
Prevalence,United Arab Emirates,Male,15-49 years,Depressive disorders,Percent,2021,0.0572158201370476,0.0774080146674691,0.043096214737286
Prevalence,United Arab Emirates,Female,15-49 years,Depressive disorders,Percent,2021,0.078253557057554,0.1023370482848252,0.0596584522599219
Prevalence,Syrian Arab Republic,Male,15-49 years,Depressive disorders,Percent,2021,0.0511659297526352,0.0674307013420391,0.0389634576862516
Prevalence,Syrian Arab Republic,Female,15-49 years,Depressive disorders,Percent,2021,0.0765015668133046,0.1022822385892322,0.0568797381945592
Prevalence,Plurinational State of Bolivia,Male,15-49 years,Depressive disorders,Percent,2021,0.0389818721780009,0.0515638558575268,0.0302066636972571
Prevalence,Plurinational State of Bolivia,Female,15-49 years,Depressive disorders,Percent,2021,0.0707921666746521,0.0937929599045239,0.0539544802356054
Prevalence,Islamic Republic of Pakistan,Male,15-49 years,Depressive disorders,Percent,2021,0.0425434134454518,0.0514710643956281,0.0350474689335123
Prevalence,Islamic Republic of Pakistan,Female,15-49 years,Depressive disorders,Percent,2021,0.0632277275199861,0.0764264098868278,0.0529810904064327
Prevalence,Republic of Tunisia,Male,15-49 years,Depressive disorders,Percent,2021,0.0760871966071529,0.0986005929733695,0.0587135145444281
Prevalence,Republic of Tunisia,Female,15-49 years,Depressive disorders,Percent,2021,0.1032843825247595,0.1362458857724037,0.0774239536106607
Prevalence,Republic of Paraguay,Male,15-49 years,Depressive disorders,Percent,2021,0.0318513973526701,0.039312551032234,0.0250268062288806
Prevalence,Republic of Paraguay,Female,15-49 years,Depressive disorders,Percent,2021,0.0725726100422853,0.0955865018410938,0.0553127325413923
Prevalence,Kingdom of Bhutan,Male,15-49 years,Depressive disorders,Percent,2021,0.0419122755714544,0.05350173522568,0.0326809903891146
Prevalence,Kingdom of Bhutan,Female,15-49 years,Depressive disorders,Percent,2021,0.0563629342319223,0.073064223891256,0.0437985414520789
Prevalence,Federal Democratic Republic of Nepal,Male,15-49 years,Depressive disorders,Percent,2021,0.055551679946698,0.0711628324076978,0.0420959379133183
Prevalence,Federal Democratic Republic of Nepal,Female,15-49 years,Depressive disorders,Percent,2021,0.082155171071365,0.1062597393681152,0.0625210439658604
Prevalence,Republic of Djibouti,Male,15-49 years,Depressive disorders,Percent,2021,0.0481460011893159,0.0615084639094574,0.0369664239271331
Prevalence,Republic of Djibouti,Female,15-49 years,Depressive disorders,Percent,2021,0.0706809366987171,0.0893342916230804,0.0552025585526292
Prevalence,Republic of Turkey,Male,15-49 years,Depressive disorders,Percent,2021,0.048693948816737,0.0615703656368472,0.0373573411102671
Prevalence,Republic of Turkey,Female,15-49 years,Depressive disorders,Percent,2021,0.0822985598990879,0.1075731527218453,0.0624478888524364
Prevalence,Union of the Comoros,Male,15-49 years,Depressive disorders,Percent,2021,0.0448534197567512,0.0576601313049286,0.0348790063113242
Prevalence,Union of the Comoros,Female,15-49 years,Depressive disorders,Percent,2021,0.0663165201370466,0.0861342044703089,0.0520607437410566
Prevalence,Republic of India,Male,15-49 years,Depressive disorders,Percent,2021,0.044618123006479,0.0520056408769197,0.0382253813349121
Prevalence,Republic of India,Female,15-49 years,Depressive disorders,Percent,2021,0.0605497045207448,0.0704081503700462,0.0521515698810642
Prevalence,Gabonese Republic,Male,15-49 years,Depressive disorders,Percent,2021,0.07567860861682,0.099549453391453,0.0586367058526843
Prevalence,Gabonese Republic,Female,15-49 years,Depressive disorders,Percent,2021,0.0921351513033717,0.1206031706929182,0.0699993678128301
Prevalence,Republic of Equatorial Guinea,Male,15-49 years,Depressive disorders,Percent,2021,0.0685979552058082,0.0904540358520641,0.0525929287574243
Prevalence,Republic of Equatorial Guinea,Female,15-49 years,Depressive disorders,Percent,2021,0.0963177672303223,0.1271736214664375,0.0744764208456891
Prevalence,Republic of the Congo,Male,15-49 years,Depressive disorders,Percent,2021,0.0678330686762676,0.0896728458669968,0.0514833673273733
Prevalence,Republic of the Congo,Female,15-49 years,Depressive disorders,Percent,2021,0.0973640530250269,0.1295846624134193,0.0737258379622285
Prevalence,Republic of Mauritius,Male,15-49 years,Depressive disorders,Percent,2021,0.0461780467809734,0.0581357193705034,0.0356422355470807
Prevalence,Republic of Mauritius,Female,15-49 years,Depressive disorders,Percent,2021,0.0731916858494477,0.0933914896616568,0.0562464238794983
Prevalence,Republic of Madagascar,Male,15-49 years,Depressive disorders,Percent,2021,0.0497303842542271,0.0643077547166657,0.038441802965412
Prevalence,Republic of Madagascar,Female,15-49 years,Depressive disorders,Percent,2021,0.0704678734655897,0.0901241770571994,0.0544885277630623
Prevalence,Federal Democratic Republic of Ethiopia,Male,15-49 years,Depressive disorders,Percent,2021,0.0515473095515077,0.0623314214527902,0.0431453665649363
Prevalence,Federal Democratic Republic of Ethiopia,Female,15-49 years,Depressive disorders,Percent,2021,0.0647168512477922,0.0773330589144689,0.0547257802771349
Prevalence,Republic of Botswana,Male,15-49 years,Depressive disorders,Percent,2021,0.055436413659512,0.0718136327578443,0.0420611922968995
Prevalence,Republic of Botswana,Female,15-49 years,Depressive disorders,Percent,2021,0.0769561648395784,0.0997849472270809,0.0599979134102366
Prevalence,State of Eritrea,Male,15-49 years,Depressive disorders,Percent,2021,0.049632725126648,0.0627957646903213,0.0382975941447917
Prevalence,State of Eritrea,Female,15-49 years,Depressive disorders,Percent,2021,0.0707098488991101,0.0904339721016532,0.0553740605248697
Prevalence,Republic of Malawi,Male,15-49 years,Depressive disorders,Percent,2021,0.0427688170961635,0.0542714064157967,0.0337623358190704
Prevalence,Republic of Malawi,Female,15-49 years,Depressive disorders,Percent,2021,0.0629495807666725,0.0810856680791129,0.048991180747633
Prevalence,Republic of Kenya,Male,15-49 years,Depressive disorders,Percent,2021,0.0496451900291658,0.0573622975876147,0.0427094918172791
Prevalence,Republic of Kenya,Female,15-49 years,Depressive disorders,Percent,2021,0.0675603979867737,0.0789182563404268,0.0580332554107518
Prevalence,Republic of Angola,Male,15-49 years,Depressive disorders,Percent,2021,0.0702592620164826,0.0907013314211729,0.0532814416870816
Prevalence,Republic of Angola,Female,15-49 years,Depressive disorders,Percent,2021,0.0979410980334249,0.1305592007290386,0.0756362783050583
Prevalence,Republic of Uganda,Male,15-49 years,Depressive disorders,Percent,2021,0.0714144464114373,0.093758028576064,0.054078032371088
Prevalence,Republic of Uganda,Female,15-49 years,Depressive disorders,Percent,2021,0.0944099712410818,0.1226753116976742,0.0730171021944431
Prevalence,Kingdom of Lesotho,Male,15-49 years,Depressive disorders,Percent,2021,0.073334850784866,0.096368304331943,0.0569409809216308
Prevalence,Kingdom of Lesotho,Female,15-49 years,Depressive disorders,Percent,2021,0.1084056607661882,0.1403623078381209,0.0842885064442414
Prevalence,Republic of Burundi,Male,15-49 years,Depressive disorders,Percent,2021,0.0491935510498614,0.0631923628959639,0.0374743110868252
Prevalence,Republic of Burundi,Female,15-49 years,Depressive disorders,Percent,2021,0.0714119273826961,0.0925789307158239,0.0539359868953324
Prevalence,United Republic of Tanzania,Male,15-49 years,Depressive disorders,Percent,2021,0.0452827263537072,0.0594326282395087,0.0356289277015662
Prevalence,United Republic of Tanzania,Female,15-49 years,Depressive disorders,Percent,2021,0.0693841338587408,0.0897033885381733,0.0545206181362582
Prevalence,Federal Republic of Somalia,Male,15-49 years,Depressive disorders,Percent,2021,0.0501709081386933,0.0641716131998154,0.0389426671590817
Prevalence,Federal Republic of Somalia,Female,15-49 years,Depressive disorders,Percent,2021,0.0789662821835853,0.101183247210821,0.0618561922166151
Prevalence,Republic of Zambia,Male,15-49 years,Depressive disorders,Percent,2021,0.0474859253445189,0.0609070736127994,0.036943019646168
Prevalence,Republic of Zambia,Female,15-49 years,Depressive disorders,Percent,2021,0.0627917192826332,0.0804418652390119,0.0492646317705581
Prevalence,Democratic Republic of the Congo,Male,15-49 years,Depressive disorders,Percent,2021,0.0644547474376632,0.084063699041471,0.0493905747758275
Prevalence,Democratic Republic of the Congo,Female,15-49 years,Depressive disorders,Percent,2021,0.0868424520232464,0.1127954896837717,0.0664488486416311
Prevalence,Central African Republic,Male,15-49 years,Depressive disorders,Percent,2021,0.0717178647440765,0.0962130534806807,0.0534301112549379
Prevalence,Central African Republic,Female,15-49 years,Depressive disorders,Percent,2021,0.094085177913769,0.1235652102341131,0.0709797552158579
Prevalence,Republic of Benin,Male,15-49 years,Depressive disorders,Percent,2021,0.0422028060211395,0.0539052826713697,0.0329330385699782
Prevalence,Republic of Benin,Female,15-49 years,Depressive disorders,Percent,2021,0.0631068838011056,0.082784899028354,0.0497279948581532
Prevalence,Republic of Guinea-Bissau,Male,15-49 years,Depressive disorders,Percent,2021,0.0402000095174007,0.0515001046185649,0.0318867827575076
Prevalence,Republic of Guinea-Bissau,Female,15-49 years,Depressive disorders,Percent,2021,0.067764503947385,0.0867418202963132,0.052526057480083
Prevalence,Republic of Ghana,Male,15-49 years,Depressive disorders,Percent,2021,0.0436165318818002,0.0563974004001037,0.0340614686035298
Prevalence,Republic of Ghana,Female,15-49 years,Depressive disorders,Percent,2021,0.0649254195798764,0.0837747716692251,0.0507661612461573
Prevalence,Republic of Zimbabwe,Male,15-49 years,Depressive disorders,Percent,2021,0.0368802220653836,0.0464117717439126,0.029436793750406
Prevalence,Republic of Zimbabwe,Female,15-49 years,Depressive disorders,Percent,2021,0.0512857538447283,0.0651801103129265,0.0406217606878484
Prevalence,Republic of Cabo Verde,Male,15-49 years,Depressive disorders,Percent,2021,0.0644138528046066,0.0832849367195643,0.0494765694767117
Prevalence,Republic of Cabo Verde,Female,15-49 years,Depressive disorders,Percent,2021,0.0752014773106653,0.0971686053052076,0.0575281611827035
Prevalence,Republic of the Gambia,Male,15-49 years,Depressive disorders,Percent,2021,0.0381830385893534,0.0485177244809763,0.0300097878401102
Prevalence,Republic of the Gambia,Female,15-49 years,Depressive disorders,Percent,2021,0.0950445829239546,0.1230553030253836,0.0724932993791988
Prevalence,Republic of Cameroon,Male,15-49 years,Depressive disorders,Percent,2021,0.0435489018573733,0.0557635366593204,0.0339539127780448
Prevalence,Republic of Cameroon,Female,15-49 years,Depressive disorders,Percent,2021,0.0656463875058828,0.0852773729618566,0.0511584628909785
Prevalence,Republic of Chad,Male,15-49 years,Depressive disorders,Percent,2021,0.0453640886269412,0.0601897364775242,0.0344676377919162
Prevalence,Republic of Chad,Female,15-49 years,Depressive disorders,Percent,2021,0.0705076656269695,0.0937078217615513,0.0530874111416953
Prevalence,Burkina Faso,Male,15-49 years,Depressive disorders,Percent,2021,0.0415380229107932,0.054151539221914,0.0326963645423659
Prevalence,Burkina Faso,Female,15-49 years,Depressive disorders,Percent,2021,0.0581417343213548,0.0746987477174621,0.0455150334242081
Prevalence,Republic of Côte d'Ivoire,Male,15-49 years,Depressive disorders,Percent,2021,0.0368432704314772,0.0452609080474957,0.0288465851373162
Prevalence,Republic of Côte d'Ivoire,Female,15-49 years,Depressive disorders,Percent,2021,0.0560071395109227,0.0703349036559533,0.0436838653602709
Prevalence,Republic of Seychelles,Male,15-49 years,Depressive disorders,Percent,2021,0.0371526999154223,0.0466766154291181,0.0293719951394371
Prevalence,Republic of Seychelles,Female,15-49 years,Depressive disorders,Percent,2021,0.0441857852909996,0.0555358999735108,0.0350279921263941
Prevalence,Republic of Mozambique,Male,15-49 years,Depressive disorders,Percent,2021,0.0541127286656954,0.0709646941140211,0.0416170755587477
Prevalence,Republic of Mozambique,Female,15-49 years,Depressive disorders,Percent,2021,0.0729750648457279,0.0959054558558016,0.0565478783701928
Prevalence,Kingdom of Eswatini,Male,15-49 years,Depressive disorders,Percent,2021,0.0651950743830249,0.0866704993708782,0.049901229524358
Prevalence,Kingdom of Eswatini,Female,15-49 years,Depressive disorders,Percent,2021,0.0856840359176775,0.1121800937500176,0.0651028424503775
Prevalence,Republic of Namibia,Male,15-49 years,Depressive disorders,Percent,2021,0.0513781773560323,0.065497506809818,0.0399498314982
Prevalence,Republic of Namibia,Female,15-49 years,Depressive disorders,Percent,2021,0.0664443403523418,0.0854956927945424,0.0515770327240824
Prevalence,Puerto Rico,Male,15-49 years,Depressive disorders,Percent,2021,0.0329831602367404,0.0413320204338647,0.0260296526336939
Prevalence,Puerto Rico,Female,15-49 years,Depressive disorders,Percent,2021,0.0472811119459927,0.0608633894517661,0.0369074749198649
Prevalence,Republic of Senegal,Male,15-49 years,Depressive disorders,Percent,2021,0.04169658121683,0.0528645899566003,0.0329579844006604
Prevalence,Republic of Senegal,Female,15-49 years,Depressive disorders,Percent,2021,0.0597232960127172,0.0776563261032984,0.0468596382906212
Prevalence,Democratic Republic of Sao Tome and Principe,Male,15-49 years,Depressive disorders,Percent,2021,0.035416129603419,0.0446215535117689,0.0282363427599932
Prevalence,Democratic Republic of Sao Tome and Principe,Female,15-49 years,Depressive disorders,Percent,2021,0.0588798979546451,0.0740825913537492,0.0468316399408949
Prevalence,Republic of Liberia,Male,15-49 years,Depressive disorders,Percent,2021,0.0336422230655294,0.0425880430152829,0.0260804406807399
Prevalence,Republic of Liberia,Female,15-49 years,Depressive disorders,Percent,2021,0.075999017763365,0.0981872112701287,0.0581734491684691
Prevalence,Republic of Sierra Leone,Male,15-49 years,Depressive disorders,Percent,2021,0.0375269593326173,0.0475818156577388,0.0294156871386625
Prevalence,Republic of Sierra Leone,Female,15-49 years,Depressive disorders,Percent,2021,0.062419168341933,0.0805992185710585,0.0488629074433361
Prevalence,Republic of Palau,Male,15-49 years,Depressive disorders,Percent,2021,0.0410852314791533,0.0543893412785345,0.0318369665112906
Prevalence,Republic of Palau,Female,15-49 years,Depressive disorders,Percent,2021,0.0502720652630271,0.0657310350608579,0.0396202315107989
Prevalence,Republic of Nauru,Male,15-49 years,Depressive disorders,Percent,2021,0.0387172128323243,0.0512266602930244,0.0298625655515908
Prevalence,Republic of Nauru,Female,15-49 years,Depressive disorders,Percent,2021,0.0472828805685845,0.0608240450860143,0.0366990522310407
Prevalence,Northern Mariana Islands,Male,15-49 years,Depressive disorders,Percent,2021,0.0413731123123652,0.0537184851822677,0.0331298712195664
Prevalence,Northern Mariana Islands,Female,15-49 years,Depressive disorders,Percent,2021,0.0439866949978757,0.0552967931856835,0.0352005437489408
Prevalence,Republic of Niue,Male,15-49 years,Depressive disorders,Percent,2021,0.0394979303094215,0.0513801741688207,0.0300208967730602
Prevalence,Republic of Niue,Female,15-49 years,Depressive disorders,Percent,2021,0.048859023422515,0.0625702974393467,0.0380366165674349
Prevalence,Republic of the Niger,Male,15-49 years,Depressive disorders,Percent,2021,0.034270092131438,0.0438551932004599,0.0270678664724441
Prevalence,Republic of the Niger,Female,15-49 years,Depressive disorders,Percent,2021,0.0567557763193075,0.072772576884985,0.0448331679933481
Prevalence,Republic of South Africa,Male,15-49 years,Depressive disorders,Percent,2021,0.0557791052987751,0.0645718406964313,0.0482431405304497
Prevalence,Republic of South Africa,Female,15-49 years,Depressive disorders,Percent,2021,0.0826479362396229,0.0961307747250597,0.0710847169309818
Prevalence,Guam,Male,15-49 years,Depressive disorders,Percent,2021,0.0475305021694615,0.0604328654400526,0.0375533603242684
Prevalence,Guam,Female,15-49 years,Depressive disorders,Percent,2021,0.0484561666240954,0.0603186124325208,0.0394244021546591
Prevalence,Republic of Mali,Male,15-49 years,Depressive disorders,Percent,2021,0.0323274154858494,0.0408696502271647,0.0254126361145735
Prevalence,Republic of Mali,Female,15-49 years,Depressive disorders,Percent,2021,0.0519311987048374,0.066713294113175,0.0406343349657543
Prevalence,Republic of Guinea,Male,15-49 years,Depressive disorders,Percent,2021,0.0394862402767424,0.0503463433968417,0.0309419417311986
Prevalence,Republic of Guinea,Female,15-49 years,Depressive disorders,Percent,2021,0.0661854637822113,0.085579525358126,0.0523700371577872
Prevalence,Federal Republic of Nigeria,Male,15-49 years,Depressive disorders,Percent,2021,0.0340669615550336,0.0397546654420811,0.0294092330160686
Prevalence,Federal Republic of Nigeria,Female,15-49 years,Depressive disorders,Percent,2021,0.0503127431967487,0.0586964946769724,0.0433065217087676
Prevalence,Islamic Republic of Mauritania,Male,15-49 years,Depressive disorders,Percent,2021,0.0381987967249049,0.0484591819400515,0.0296245668107404
Prevalence,Islamic Republic of Mauritania,Female,15-49 years,Depressive disorders,Percent,2021,0.0511268963873014,0.0655535974636459,0.0398321043347504
Prevalence,Republic of Rwanda,Male,15-49 years,Depressive disorders,Percent,2021,0.0457093731857213,0.0582323990054523,0.0357206152450514
Prevalence,Republic of Rwanda,Female,15-49 years,Depressive disorders,Percent,2021,0.0816756951233811,0.1051692164450135,0.063471969481154
Prevalence,Cook Islands,Male,15-49 years,Depressive disorders,Percent,2021,0.0400195794862513,0.0540117913088311,0.0303925949253929
Prevalence,Cook Islands,Female,15-49 years,Depressive disorders,Percent,2021,0.0488536215970982,0.0637173982699507,0.0381287658539558
Prevalence,Principality of Monaco,Male,15-49 years,Depressive disorders,Percent,2021,0.0546747914107087,0.0719006166262838,0.0413648401200177
Prevalence,Principality of Monaco,Female,15-49 years,Depressive disorders,Percent,2021,0.0889516929017053,0.1184776187542326,0.0663325194388029
Prevalence,Greenland,Male,15-49 years,Depressive disorders,Percent,2021,0.0942156295961966,0.1210177162279039,0.0735033910820649
Prevalence,Greenland,Female,15-49 years,Depressive disorders,Percent,2021,0.157832939164376,0.2011031337981136,0.1238579676863649
Prevalence,Bermuda,Male,15-49 years,Depressive disorders,Percent,2021,0.0358192723010441,0.0455204251156244,0.0276174949575654
Prevalence,Bermuda,Female,15-49 years,Depressive disorders,Percent,2021,0.060724807666546,0.0787907059131991,0.0455691630132177
Prevalence,American Samoa,Male,15-49 years,Depressive disorders,Percent,2021,0.030680463682746,0.0387495779880549,0.0242906093695346
Prevalence,American Samoa,Female,15-49 years,Depressive disorders,Percent,2021,0.0401417114829189,0.0505705637497611,0.0319181759109248
Prevalence,Tuvalu,Male,15-49 years,Depressive disorders,Percent,2021,0.0389234822419587,0.0511410885612559,0.0299400187439759
Prevalence,Tuvalu,Female,15-49 years,Depressive disorders,Percent,2021,0.0471061649275288,0.0614903841093817,0.0367191864522382
Prevalence,Republic of South Sudan,Male,15-49 years,Depressive disorders,Percent,2021,0.0442527767609314,0.0579442133810696,0.0343351744938652
Prevalence,Republic of South Sudan,Female,15-49 years,Depressive disorders,Percent,2021,0.0691715347267509,0.0895037240312592,0.053636074594942
Prevalence,Tokelau,Male,15-49 years,Depressive disorders,Percent,2021,0.039344183928745,0.052556247052025,0.0303482559159214
Prevalence,Tokelau,Female,15-49 years,Depressive disorders,Percent,2021,0.0483221026597253,0.0629454676603076,0.0380304506726301
Prevalence,Togolese Republic,Male,15-49 years,Depressive disorders,Percent,2021,0.0423387981916305,0.0538622016860004,0.0328952538317821
Prevalence,Togolese Republic,Female,15-49 years,Depressive disorders,Percent,2021,0.0641752450088242,0.0815175565295714,0.0493444443952736
Prevalence,Republic of San Marino,Male,15-49 years,Depressive disorders,Percent,2021,0.0554954855883202,0.073116482648659,0.0420270033510334
Prevalence,Republic of San Marino,Female,15-49 years,Depressive disorders,Percent,2021,0.0900623953499408,0.1209131855315423,0.0668925794231641
Prevalence,United States Virgin Islands,Male,15-49 years,Depressive disorders,Percent,2021,0.038092560688167,0.0481186169859614,0.0300214736617007
Prevalence,United States Virgin Islands,Female,15-49 years,Depressive disorders,Percent,2021,0.0592280544049459,0.0759238833149127,0.0458783953137124
Prevalence,Saint Kitts and Nevis,Male,15-49 years,Depressive disorders,Percent,2021,0.04203508930865,0.0567809503236347,0.0313031044670641
Prevalence,Saint Kitts and Nevis,Female,15-49 years,Depressive disorders,Percent,2021,0.0712187037110245,0.0976108055599171,0.0520049077627823
Prevalence,Republic of Sudan,Male,15-49 years,Depressive disorders,Percent,2021,0.0607447233483128,0.0801606035607573,0.045975507517937
Prevalence,Republic of Sudan,Female,15-49 years,Depressive disorders,Percent,2021,0.0756167975610176,0.0993356037652412,0.0577899363737009
